,0,1,2,3,4,5
0,1.0,0.9041095890410958,0.8703703703703703,1.0,0.9416666666666667,0.9306930693069307
1,1.0,0.8987341772151899,0.8367346938775511,1.0,0.9333333333333333,0.9111111111111111
2,1.0,0.9733333333333334,0.9574468085106383,1.0,0.9833333333333333,0.9782608695652174
3,1.0,0.9864864864864865,0.9787234042553191,1.0,0.9916666666666667,0.989247311827957
4,1.0,0.9473684210526315,0.9166666666666666,1.0,0.9666666666666667,0.9565217391304348
5,1.0,0.96,0.9375,1.0,0.975,0.967741935483871
6,1.0,0.948051948051948,0.9148936170212766,1.0,0.9666666666666667,0.9555555555555556
7,1.0,0.9733333333333334,0.9574468085106383,1.0,0.9833333333333333,0.9782608695652174
8,0.9791666666666666,0.9722222222222222,0.9591836734693877,0.9859154929577465,0.975,0.9690721649484536
9,1.0,0.9625,0.9302325581395349,1.0,0.975,0.963855421686747
10,1.0,0.9733333333333334,0.9574468085106383,1.0,0.9833333333333333,0.9782608695652174
11,1.0,0.9404761904761905,0.8780487804878049,1.0,0.9583333333333334,0.9350649350649352
12,1.0,0.9871794871794872,0.9767441860465116,1.0,0.9916666666666667,0.988235294117647
13,1.0,0.9726027397260274,0.9591836734693877,1.0,0.9833333333333333,0.9791666666666666
14,1.0,0.975609756097561,0.95,1.0,0.9833333333333333,0.9743589743589743
15,1.0,0.9852941176470589,0.9811320754716981,1.0,0.9916666666666667,0.9904761904761905
16,0.9607843137254902,1.0,1.0,0.971830985915493,0.9833333333333333,0.98
17,0.9777777777777777,0.9866666666666667,0.9777777777777777,0.9866666666666667,0.9833333333333333,0.9777777777777777
18,1.0,0.9733333333333334,0.9574468085106383,1.0,0.9833333333333333,0.9782608695652174
19,1.0,0.9634146341463414,0.926829268292683,1.0,0.975,0.9620253164556963
20,0.98,1.0,1.0,0.9859154929577465,0.9916666666666667,0.98989898989899
21,0.9795918367346939,0.9859154929577465,0.9795918367346939,0.9859154929577465,0.9833333333333333,0.9795918367346939
22,1.0,0.987012987012987,0.9772727272727273,1.0,0.9916666666666667,0.9885057471264368
23,1.0,0.9859154929577465,0.98,1.0,0.9916666666666667,0.98989898989899
24,1.0,0.9866666666666667,0.9782608695652174,1.0,0.9916666666666667,0.989010989010989
25,1.0,0.9710144927536232,0.9622641509433962,1.0,0.9833333333333333,0.9807692307692307
26,1.0,1.0,1.0,1.0,1.0,1.0
27,1.0,0.9864864864864865,0.9787234042553191,1.0,0.9916666666666667,0.989247311827957
28,1.0,1.0,1.0,1.0,1.0,1.0
29,0.9777777777777777,0.96,0.9361702127659575,0.9863013698630136,0.9666666666666667,0.9565217391304347
30,0.9555555555555556,0.9733333333333334,0.9555555555555556,0.9733333333333334,0.9666666666666667,0.9555555555555556
31,0.9795918367346939,0.9859154929577465,0.9795918367346939,0.9859154929577465,0.9833333333333333,0.9795918367346939
32,1.0,0.9873417721518988,0.9761904761904762,1.0,0.9916666666666667,0.9879518072289156
33,0.98,1.0,1.0,0.9859154929577465,0.9916666666666667,0.98989898989899
34,1.0,0.9753086419753086,0.9512195121951219,1.0,0.9833333333333333,0.975
35,1.0,0.9726027397260274,0.9591836734693877,1.0,0.9833333333333333,0.9791666666666666
36,1.0,0.987012987012987,0.9772727272727273,1.0,0.9916666666666667,0.9885057471264368
37,1.0,1.0,1.0,1.0,1.0,1.0
38,0.9411764705882353,1.0,1.0,0.9583333333333334,0.975,0.9696969696969697
39,0.9607843137254902,1.0,1.0,0.971830985915493,0.9833333333333333,0.98
40,0.9629629629629629,1.0,1.0,0.9705882352941176,0.9833333333333333,0.9811320754716981
41,1.0,1.0,1.0,1.0,1.0,1.0
42,1.0,1.0,1.0,1.0,1.0,1.0
43,0.9782608695652174,1.0,1.0,0.9866666666666667,0.9916666666666667,0.989010989010989
44,1.0,1.0,1.0,1.0,1.0,1.0
45,1.0,0.9868421052631579,0.9777777777777777,1.0,0.9916666666666667,0.9887640449438202
46,1.0,0.9878048780487805,0.9743589743589743,1.0,0.9916666666666667,0.9870129870129869
47,0.9622641509433962,1.0,1.0,0.9710144927536232,0.9833333333333333,0.9807692307692307
48,1.0,0.987012987012987,0.9772727272727273,1.0,0.9916666666666667,0.9885057471264368
49,0.9387755102040817,1.0,1.0,0.9594594594594594,0.975,0.968421052631579
50,1.0,1.0,1.0,1.0,1.0,1.0
51,1.0,1.0,1.0,1.0,1.0,1.0
52,1.0,0.9879518072289156,0.9736842105263158,1.0,0.9916666666666667,0.9866666666666666
53,0.9791666666666666,0.9861111111111112,0.9791666666666666,0.9861111111111112,0.9833333333333333,0.9791666666666666
54,1.0,0.9629629629629629,0.9285714285714286,1.0,0.975,0.962962962962963
55,1.0,0.9651162790697675,0.918918918918919,1.0,0.975,0.9577464788732395
56,1.0,1.0,1.0,1.0,1.0,1.0
57,1.0,0.9861111111111112,0.9795918367346939,1.0,0.9916666666666667,0.9896907216494846
58,1.0,1.0,1.0,1.0,1.0,1.0
59,1.0,1.0,1.0,1.0,1.0,1.0
60,1.0,1.0,1.0,1.0,1.0,1.0
61,1.0,1.0,1.0,1.0,1.0,1.0
62,1.0,0.9879518072289156,0.9736842105263158,1.0,0.9916666666666667,0.9866666666666666
63,1.0,0.9866666666666667,0.9782608695652174,1.0,0.9916666666666667,0.989010989010989
64,1.0,0.987012987012987,0.9772727272727273,1.0,0.9916666666666667,0.9885057471264368
65,1.0,0.9866666666666667,0.9782608695652174,1.0,0.9916666666666667,0.989010989010989
66,0.9811320754716981,1.0,1.0,0.9852941176470589,0.9916666666666667,0.9904761904761905
67,1.0,1.0,1.0,1.0,1.0,1.0
