,0,1,2,3,4,5
0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0
3,0.9818181818181818,1.0,1.0,0.9848484848484849,0.9916666666666667,0.9908256880733944
4,1.0,1.0,1.0,1.0,1.0,1.0
5,1.0,0.9868421052631579,0.9777777777777777,1.0,0.9916666666666667,0.9887640449438202
6,1.0,1.0,1.0,1.0,1.0,1.0
7,0.96,1.0,1.0,0.9722222222222222,0.9833333333333333,0.9795918367346939
8,1.0,0.9736842105263158,0.9565217391304348,1.0,0.9833333333333333,0.9777777777777777
9,0.96,1.0,1.0,0.9722222222222222,0.9833333333333333,0.9795918367346939
10,1.0,0.975,0.9523809523809523,1.0,0.9833333333333333,0.975609756097561
11,1.0,1.0,1.0,1.0,1.0,1.0
12,1.0,0.9736842105263158,0.9565217391304348,1.0,0.9833333333333333,0.9777777777777777
13,1.0,1.0,1.0,1.0,1.0,1.0
14,1.0,1.0,1.0,1.0,1.0,1.0
15,0.9574468085106383,1.0,1.0,0.9733333333333334,0.9833333333333333,0.9782608695652174
16,1.0,1.0,1.0,1.0,1.0,1.0
17,1.0,0.9879518072289156,0.9736842105263158,1.0,0.9916666666666667,0.9866666666666666
18,1.0,0.9864864864864865,0.9787234042553191,1.0,0.9916666666666667,0.989247311827957
19,1.0,1.0,1.0,1.0,1.0,1.0
20,1.0,0.9746835443037974,0.9534883720930233,1.0,0.9833333333333333,0.9761904761904763
21,1.0,0.9876543209876543,0.975,1.0,0.9916666666666667,0.9873417721518987
22,1.0,1.0,1.0,1.0,1.0,1.0
23,0.9787234042553191,1.0,1.0,0.9864864864864865,0.9916666666666667,0.989247311827957
24,0.9761904761904762,1.0,1.0,0.9873417721518988,0.9916666666666667,0.9879518072289156
25,1.0,0.9871794871794872,0.9767441860465116,1.0,0.9916666666666667,0.988235294117647
26,1.0,1.0,1.0,1.0,1.0,1.0
27,1.0,1.0,1.0,1.0,1.0,1.0
28,1.0,0.975609756097561,0.95,1.0,0.9833333333333333,0.9743589743589743
29,1.0,0.9864864864864865,0.9787234042553191,1.0,0.9916666666666667,0.989247311827957
30,1.0,1.0,1.0,1.0,1.0,1.0
31,1.0,1.0,1.0,1.0,1.0,1.0
32,1.0,1.0,1.0,1.0,1.0,1.0
33,0.9591836734693877,1.0,1.0,0.9726027397260274,0.9833333333333333,0.9791666666666666
34,0.9787234042553191,1.0,1.0,0.9864864864864865,0.9916666666666667,0.989247311827957
35,1.0,1.0,1.0,1.0,1.0,1.0
36,1.0,1.0,1.0,1.0,1.0,1.0
37,1.0,0.974025974025974,0.9555555555555556,1.0,0.9833333333333333,0.9772727272727273
38,1.0,0.9873417721518988,0.9761904761904762,1.0,0.9916666666666667,0.9879518072289156
39,1.0,0.963855421686747,0.925,1.0,0.975,0.961038961038961
40,1.0,0.9863013698630136,0.9791666666666666,1.0,0.9916666666666667,0.9894736842105264
41,0.9629629629629629,1.0,1.0,0.9705882352941176,0.9833333333333333,0.9811320754716981
42,0.9607843137254902,1.0,1.0,0.971830985915493,0.9833333333333333,0.98
43,1.0,0.987012987012987,0.9772727272727273,1.0,0.9916666666666667,0.9885057471264368
44,1.0,0.9733333333333334,0.9574468085106383,1.0,0.9833333333333333,0.9782608695652174
45,1.0,1.0,1.0,1.0,1.0,1.0
46,1.0,0.9753086419753086,0.9512195121951219,1.0,0.9833333333333333,0.975
47,1.0,0.963855421686747,0.925,1.0,0.975,0.961038961038961
48,1.0,0.9861111111111112,0.9795918367346939,1.0,0.9916666666666667,0.9896907216494846
49,1.0,1.0,1.0,1.0,1.0,1.0
50,0.9591836734693877,1.0,1.0,0.9726027397260274,0.9833333333333333,0.9791666666666666
51,1.0,1.0,1.0,1.0,1.0,1.0
52,1.0,1.0,1.0,1.0,1.0,1.0
53,0.9782608695652174,1.0,1.0,0.9866666666666667,0.9916666666666667,0.989010989010989
54,0.96,1.0,1.0,0.9722222222222222,0.9833333333333333,0.9795918367346939
55,1.0,0.974025974025974,0.9555555555555556,1.0,0.9833333333333333,0.9772727272727273
56,1.0,0.9864864864864865,0.9787234042553191,1.0,0.9916666666666667,0.989247311827957
57,1.0,0.9615384615384616,0.9333333333333333,1.0,0.975,0.9655172413793104
58,1.0,1.0,1.0,1.0,1.0,1.0
59,1.0,0.9871794871794872,0.9767441860465116,1.0,0.9916666666666667,0.988235294117647
60,1.0,0.9523809523809523,0.9,1.0,0.9666666666666667,0.9473684210526316
61,1.0,1.0,1.0,1.0,1.0,1.0
62,0.9821428571428571,1.0,1.0,0.9846153846153847,0.9916666666666667,0.9909909909909909
