,0,1,2,3,4,5
63,0.9818181818181818,1.0,1.0,0.9848484848484849,0.9916666666666667,0.9908256880733944
64,0.9803921568627451,1.0,1.0,0.9857142857142858,0.9916666666666667,0.99009900990099
65,1.0,1.0,1.0,1.0,1.0,1.0
66,1.0,1.0,1.0,1.0,1.0,1.0
67,1.0,0.9864864864864865,0.9787234042553191,1.0,0.9916666666666667,0.989247311827957
68,1.0,1.0,1.0,1.0,1.0,1.0
69,1.0,1.0,1.0,1.0,1.0,1.0
70,1.0,1.0,1.0,1.0,1.0,1.0
71,1.0,0.9759036144578314,0.9487179487179487,1.0,0.9833333333333333,0.9736842105263158
72,1.0,0.9156626506024096,0.8409090909090909,1.0,0.9416666666666667,0.9135802469135803
73,1.0,0.9746835443037974,0.9534883720930233,1.0,0.9833333333333333,0.9761904761904763
74,1.0,1.0,1.0,1.0,1.0,1.0
75,1.0,0.9743589743589743,0.9545454545454546,1.0,0.9833333333333333,0.9767441860465117
76,1.0,1.0,1.0,1.0,1.0,1.0
77,1.0,0.9736842105263158,0.9565217391304348,1.0,0.9833333333333333,0.9777777777777777
78,0.9791666666666666,1.0,1.0,0.9863013698630136,0.9916666666666667,0.9894736842105264
79,1.0,1.0,1.0,1.0,1.0,1.0
80,1.0,0.9615384615384616,0.9333333333333333,1.0,0.975,0.9655172413793104
81,0.9795918367346939,1.0,1.0,0.9861111111111112,0.9916666666666667,0.9896907216494846
82,1.0,1.0,1.0,1.0,1.0,1.0
83,1.0,1.0,1.0,1.0,1.0,1.0
84,0.9814814814814815,1.0,1.0,0.9850746268656716,0.9916666666666667,0.9906542056074767
85,1.0,0.9868421052631579,0.9777777777777777,1.0,0.9916666666666667,0.9887640449438202
86,1.0,1.0,1.0,1.0,1.0,1.0
87,0.9791666666666666,1.0,1.0,0.9863013698630136,0.9916666666666667,0.9894736842105264
88,1.0,0.9512195121951219,0.9047619047619048,1.0,0.9666666666666667,0.9500000000000001
89,1.0,0.9866666666666667,0.9782608695652174,1.0,0.9916666666666667,0.989010989010989
90,1.0,0.9634146341463414,0.926829268292683,1.0,0.975,0.9620253164556963
91,1.0,1.0,1.0,1.0,1.0,1.0
92,1.0,1.0,1.0,1.0,1.0,1.0
93,1.0,1.0,1.0,1.0,1.0,1.0
94,1.0,1.0,1.0,1.0,1.0,1.0
95,1.0,1.0,1.0,1.0,1.0,1.0
96,0.96,1.0,1.0,0.9722222222222222,0.9833333333333333,0.9795918367346939
97,1.0,0.9736842105263158,0.9565217391304348,1.0,0.9833333333333333,0.9777777777777777
98,1.0,1.0,1.0,1.0,1.0,1.0
99,1.0,0.9876543209876543,0.975,1.0,0.9916666666666667,0.9873417721518987
